record_id,company_id,company_name,period_end,period_type,scenario,metric_group,metric_code,metric_name,value_numeric,value_display,unit,currency,status,source_file_or_url,source_reference,source_url,is_actual,is_proxy,notes
RU8604005359_PROJECT_FCF_2039,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2039-12-31,год,base,Финмодель новой сделки Ми-8,PROJECT_FCF,Свободный денежный поток проекта,-200266.95732723118,-200266.95732723118,тыс. руб.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Финмодель!P19,,нет,да,"базовый сценарий, новая сделка Ми-8МТВ-1. DSCR в модели: EBITDA / годовой лизинговый платеж."
RU8604005359_PROJECT_CUMULATIVE_FCF_2039,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2039-12-31,год,base,Финмодель новой сделки Ми-8,PROJECT_CUMULATIVE_FCF,Накопленный свободный денежный поток проекта,-695465.3455346052,-695465.3455346052,тыс. руб.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Финмодель!P20,,нет,да,"базовый сценарий, новая сделка Ми-8МТВ-1. DSCR в модели: EBITDA / годовой лизинговый платеж."
RU8604005359_PROJECT_DSCR_2039,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2039-12-31,год,base,Финмодель новой сделки Ми-8,PROJECT_DSCR,DSCR новой сделки - EBITDA / лизинговый платеж,-1.1819599553086213,-1.1819599553086213,x,,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Финмодель!P21,,нет,да,"базовый сценарий, новая сделка Ми-8МТВ-1. DSCR в модели: EBITDA / годовой лизинговый платеж."
RU8604005359_PROJECT_LEASE_BALANCE_OPENING_2039,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2039-12-31,год,base,График лизинга новой сделки Ми-8,PROJECT_LEASE_BALANCE_OPENING,Остаток лизингового обязательства на начало года,157180.6286575896,157180.6286575896,тыс. руб.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Лизинг!B17,,нет,да,
RU8604005359_PROJECT_LEASE_BALANCE_CLOSING_2039,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2039-12-31,год,base,График лизинга новой сделки Ми-8,PROJECT_LEASE_BALANCE_CLOSING,Остаток лизингового обязательства на конец года,82687.43972034327,82687.43972034327,тыс. руб.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Лизинг!F17,,нет,да,
RU8604005359_PROJECT_HOURLY_RATE_2040,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2040-12-31,год,base,Финмодель новой сделки Ми-8,PROJECT_HOURLY_RATE,Ставка летного часа,1187958.9596636393,1187958.9596636393,руб./л.ч.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Финмодель!Q4,,нет,да,"базовый сценарий, новая сделка Ми-8МТВ-1. DSCR в модели: EBITDA / годовой лизинговый платеж."
RU8604005359_PROJECT_FLIGHT_HOURS_ANNUAL_2040,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2040-12-31,год,base,Финмодель новой сделки Ми-8,PROJECT_FLIGHT_HOURS_ANNUAL,Годовой налет,600.0,600,л.ч. в год,,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Финмодель!Q5,,нет,да,"базовый сценарий, новая сделка Ми-8МТВ-1. DSCR в модели: EBITDA / годовой лизинговый платеж."
RU8604005359_PROJECT_REVENUE_2040,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2040-12-31,год,base,Финмодель новой сделки Ми-8,PROJECT_REVENUE,Выручка проекта,712775.3757981836,712775.3757981836,тыс. руб.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Финмодель!Q6,,нет,да,"базовый сценарий, новая сделка Ми-8МТВ-1. DSCR в модели: EBITDA / годовой лизинговый платеж."
RU8604005359_PROJECT_OPEX_EX_MRO_2040,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2040-12-31,год,base,Финмодель новой сделки Ми-8,PROJECT_OPEX_EX_MRO,OPEX без ТОиР,213722.13255620634,213722.13255620634,тыс. руб.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Финмодель!Q7,,нет,да,"базовый сценарий, новая сделка Ми-8МТВ-1. DSCR в модели: EBITDA / годовой лизинговый платеж."
RU8604005359_PROJECT_MRO_RESERVE_2040,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2040-12-31,год,base,Финмодель новой сделки Ми-8,PROJECT_MRO_RESERVE,Резерв ТОиР,653825.4266042771,653825.4266042771,тыс. руб.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Финмодель!Q8,,нет,да,"базовый сценарий, новая сделка Ми-8МТВ-1. DSCR в модели: EBITDA / годовой лизинговый платеж."
RU8604005359_PROJECT_TOTAL_OPEX_2040,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2040-12-31,год,base,Финмодель новой сделки Ми-8,PROJECT_TOTAL_OPEX,Совокупный OPEX,867547.5591604834,867547.5591604834,тыс. руб.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Финмодель!Q9,,нет,да,"базовый сценарий, новая сделка Ми-8МТВ-1. DSCR в модели: EBITDA / годовой лизинговый платеж."
RU8604005359_PROJECT_EBITDA_2040,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2040-12-31,год,base,Финмодель новой сделки Ми-8,PROJECT_EBITDA,EBITDA проекта,-154772.1833622998,-154772.1833622998,тыс. руб.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Финмодель!Q10,,нет,да,"базовый сценарий, новая сделка Ми-8МТВ-1. DSCR в модели: EBITDA / годовой лизинговый платеж."
RU8604005359_PROJECT_EBITDA_MARGIN_2040,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2040-12-31,год,base,Финмодель новой сделки Ми-8,PROJECT_EBITDA_MARGIN,Маржа EBITDA проекта,-0.2171401939762328,-0.2171401939762328,%,,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Финмодель!Q11,,нет,да,"базовый сценарий, новая сделка Ми-8МТВ-1. DSCR в модели: EBITDA / годовой лизинговый платеж."
RU8604005359_PROJECT_LEASE_PAYMENT_2040,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2040-12-31,год,base,Финмодель новой сделки Ми-8,PROJECT_LEASE_PAYMENT,Годовой лизинговый платеж по новой сделке,91783.05808958119,91783.05808958119,тыс. руб.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Финмодель!Q12,,нет,да,"базовый сценарий, новая сделка Ми-8МТВ-1. DSCR в модели: EBITDA / годовой лизинговый платеж."
RU8604005359_PROJECT_INTEREST_2040,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2040-12-31,год,base,Финмодель новой сделки Ми-8,PROJECT_INTEREST,Проценты по лизингу,9095.61836923776,9095.61836923776,тыс. руб.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Финмодель!Q13,,нет,да,"базовый сценарий, новая сделка Ми-8МТВ-1. DSCR в модели: EBITDA / годовой лизинговый платеж."
RU8604005359_PROJECT_PRINCIPAL_REPAYMENT_2040,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2040-12-31,год,base,Финмодель новой сделки Ми-8,PROJECT_PRINCIPAL_REPAYMENT,Погашение основного долга,82687.43972034342,82687.43972034342,тыс. руб.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Финмодель!Q14,,нет,да,"базовый сценарий, новая сделка Ми-8МТВ-1. DSCR в модели: EBITDA / годовой лизинговый платеж."
RU8604005359_PROJECT_EBIT_2040,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2040-12-31,год,base,Финмодель новой сделки Ми-8,PROJECT_EBIT,EBIT проекта,-246555.241451881,-246555.241451881,тыс. руб.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Финмодель!Q15,,нет,да,"базовый сценарий, новая сделка Ми-8МТВ-1. DSCR в модели: EBITDA / годовой лизинговый платеж."
RU8604005359_PROJECT_INCOME_TAX_2040,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2040-12-31,год,base,Финмодель новой сделки Ми-8,PROJECT_INCOME_TAX,Налог на прибыль проекта,0.0,0,тыс. руб.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Финмодель!Q16,,нет,да,"базовый сценарий, новая сделка Ми-8МТВ-1. DSCR в модели: EBITDA / годовой лизинговый платеж."
RU8604005359_PROJECT_NET_PROFIT_2040,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2040-12-31,год,base,Финмодель новой сделки Ми-8,PROJECT_NET_PROFIT,Чистая прибыль проекта,-246555.241451881,-246555.241451881,тыс. руб.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Финмодель!Q17,,нет,да,"базовый сценарий, новая сделка Ми-8МТВ-1. DSCR в модели: EBITDA / годовой лизинговый платеж."
RU8604005359_PROJECT_OCF_2040,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2040-12-31,год,base,Финмодель новой сделки Ми-8,PROJECT_OCF,Операционный денежный поток проекта,-154772.1833622998,-154772.1833622998,тыс. руб.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Финмодель!Q18,,нет,да,"базовый сценарий, новая сделка Ми-8МТВ-1. DSCR в модели: EBITDA / годовой лизинговый платеж."
RU8604005359_PROJECT_FCF_2040,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2040-12-31,год,base,Финмодель новой сделки Ми-8,PROJECT_FCF,Свободный денежный поток проекта,-246555.241451881,-246555.241451881,тыс. руб.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Финмодель!Q19,,нет,да,"базовый сценарий, новая сделка Ми-8МТВ-1. DSCR в модели: EBITDA / годовой лизинговый платеж."
RU8604005359_PROJECT_CUMULATIVE_FCF_2040,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2040-12-31,год,base,Финмодель новой сделки Ми-8,PROJECT_CUMULATIVE_FCF,Накопленный свободный денежный поток проекта,-942020.5869864862,-942020.5869864862,тыс. руб.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Финмодель!Q20,,нет,да,"базовый сценарий, новая сделка Ми-8МТВ-1. DSCR в модели: EBITDA / годовой лизинговый платеж."
RU8604005359_PROJECT_DSCR_2040,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2040-12-31,год,base,Финмодель новой сделки Ми-8,PROJECT_DSCR,DSCR новой сделки - EBITDA / лизинговый платеж,-1.6862827038432366,-1.6862827038432366,x,,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Финмодель!Q21,,нет,да,"базовый сценарий, новая сделка Ми-8МТВ-1. DSCR в модели: EBITDA / годовой лизинговый платеж."
RU8604005359_PROJECT_LEASE_BALANCE_OPENING_2040,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2040-12-31,год,base,График лизинга новой сделки Ми-8,PROJECT_LEASE_BALANCE_OPENING,Остаток лизингового обязательства на начало года,82687.43972034327,82687.43972034327,тыс. руб.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Лизинг!B18,,нет,да,
RU8604005359_PROJECT_LEASE_BALANCE_CLOSING_2040,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2040-12-31,год,base,График лизинга новой сделки Ми-8,PROJECT_LEASE_BALANCE_CLOSING,Остаток лизингового обязательства на конец года,0.0,0,тыс. руб.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Лизинг!F18,,нет,да,
RU8604005359_PROJECT_SCENARIO_FLIGHT_HOURS_2026_monthly_hours_360,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-12-31,год,monthly_hours_360,Сценарии новой сделки Ми-8,PROJECT_SCENARIO_FLIGHT_HOURS,Налет по сценарию,360.0,360,л.ч. в год,,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Сценарии!B4,,нет,да,сценарий: 30 ч/мес; новая сделка Ми-8МТВ-1
RU8604005359_PROJECT_SCENARIO_HOURLY_RATE_BREAKEVEN_2026_monthly_hours_360,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-12-31,год,monthly_hours_360,Сценарии новой сделки Ми-8,PROJECT_SCENARIO_HOURLY_RATE_BREAKEVEN,Безубыточная ставка часа по сценарию,249515.56547830455,249515.56547830455,руб./л.ч.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Сценарии!B5,,нет,да,сценарий: 30 ч/мес; новая сделка Ми-8МТВ-1
RU8604005359_PROJECT_SCENARIO_REVENUE_2026_monthly_hours_360,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-12-31,год,monthly_hours_360,Сценарии новой сделки Ми-8,PROJECT_SCENARIO_REVENUE,Выручка по сценарию,30000.0,30000,тыс. руб.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Сценарии!B6,,нет,да,сценарий: 30 ч/мес; новая сделка Ми-8МТВ-1
RU8604005359_PROJECT_SCENARIO_EBITDA_2026_monthly_hours_360,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-12-31,год,monthly_hours_360,Сценарии новой сделки Ми-8,PROJECT_SCENARIO_EBITDA,EBITDA по сценарию,-124592.12357218965,-124592.12357218965,тыс. руб.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Сценарии!B7,,нет,да,сценарий: 30 ч/мес; новая сделка Ми-8МТВ-1
RU8604005359_PROJECT_SCENARIO_EBITDA_MARGIN_2026_monthly_hours_360,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-12-31,год,monthly_hours_360,Сценарии новой сделки Ми-8,PROJECT_SCENARIO_EBITDA_MARGIN,Маржа EBITDA по сценарию,-4.153070785739655,-4.153070785739655,%,,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Сценарии!B8,,нет,да,сценарий: 30 ч/мес; новая сделка Ми-8МТВ-1
RU8604005359_PROJECT_SCENARIO_LEASE_PAYMENT_2026_monthly_hours_360,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-12-31,год,monthly_hours_360,Сценарии новой сделки Ми-8,PROJECT_SCENARIO_LEASE_PAYMENT,Лизинговый платеж по сценарию,91783.05808958119,91783.05808958119,тыс. руб.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Сценарии!B9,,нет,да,сценарий: 30 ч/мес; новая сделка Ми-8МТВ-1
RU8604005359_PROJECT_SCENARIO_DSCR_2026_monthly_hours_360,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-12-31,год,monthly_hours_360,Сценарии новой сделки Ми-8,PROJECT_SCENARIO_DSCR,DSCR по сценарию,-1.357463198170914,-1.357463198170914,x,,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Сценарии!B12,,нет,да,сценарий: 30 ч/мес; новая сделка Ми-8МТВ-1
RU8604005359_PROJECT_SCENARIO_FLIGHT_HOURS_2026_monthly_hours_480,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-12-31,год,monthly_hours_480,Сценарии новой сделки Ми-8,PROJECT_SCENARIO_FLIGHT_HOURS,Налет по сценарию,480.0,480,л.ч. в год,,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Сценарии!C4,,нет,да,сценарий: 40 ч/мес; новая сделка Ми-8МТВ-1
RU8604005359_PROJECT_SCENARIO_HOURLY_RATE_BREAKEVEN_2026_monthly_hours_480,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-12-31,год,monthly_hours_480,Сценарии новой сделки Ми-8,PROJECT_SCENARIO_HOURLY_RATE_BREAKEVEN,Безубыточная ставка часа по сценарию,232646.36065501947,232646.36065501947,руб./л.ч.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Сценарии!C5,,нет,да,сценарий: 40 ч/мес; новая сделка Ми-8МТВ-1
RU8604005359_PROJECT_SCENARIO_REVENUE_2026_monthly_hours_480,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-12-31,год,monthly_hours_480,Сценарии новой сделки Ми-8,PROJECT_SCENARIO_REVENUE,Выручка по сценарию,30000.0,30000,тыс. руб.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Сценарии!C6,,нет,да,сценарий: 40 ч/мес; новая сделка Ми-8МТВ-1
RU8604005359_PROJECT_SCENARIO_EBITDA_2026_monthly_hours_480,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-12-31,год,monthly_hours_480,Сценарии новой сделки Ми-8,PROJECT_SCENARIO_EBITDA,EBITDA по сценарию,-168025.61311440932,-168025.61311440932,тыс. руб.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Сценарии!C7,,нет,да,сценарий: 40 ч/мес; новая сделка Ми-8МТВ-1
RU8604005359_PROJECT_SCENARIO_EBITDA_MARGIN_2026_monthly_hours_480,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-12-31,год,monthly_hours_480,Сценарии новой сделки Ми-8,PROJECT_SCENARIO_EBITDA_MARGIN,Маржа EBITDA по сценарию,-5.6008537704803105,-5.6008537704803105,%,,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Сценарии!C8,,нет,да,сценарий: 40 ч/мес; новая сделка Ми-8МТВ-1
RU8604005359_PROJECT_SCENARIO_LEASE_PAYMENT_2026_monthly_hours_480,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-12-31,год,monthly_hours_480,Сценарии новой сделки Ми-8,PROJECT_SCENARIO_LEASE_PAYMENT,Лизинговый платеж по сценарию,91783.05808958119,91783.05808958119,тыс. руб.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Сценарии!C9,,нет,да,сценарий: 40 ч/мес; новая сделка Ми-8МТВ-1
RU8604005359_PROJECT_SCENARIO_DSCR_2026_monthly_hours_480,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-12-31,год,monthly_hours_480,Сценарии новой сделки Ми-8,PROJECT_SCENARIO_DSCR,DSCR по сценарию,-1.8306822262384703,-1.8306822262384703,x,,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Сценарии!C12,,нет,да,сценарий: 40 ч/мес; новая сделка Ми-8МТВ-1
RU8604005359_PROJECT_SCENARIO_FLIGHT_HOURS_2026_monthly_hours_600,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-12-31,год,monthly_hours_600,Сценарии новой сделки Ми-8,PROJECT_SCENARIO_FLIGHT_HOURS,Налет по сценарию,600.0,600,л.ч. в год,,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Сценарии!D4,,нет,да,сценарий: 50 ч/мес; новая сделка Ми-8МТВ-1
RU8604005359_PROJECT_SCENARIO_HOURLY_RATE_BREAKEVEN_2026_monthly_hours_600,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-12-31,год,monthly_hours_600,Сценарии новой сделки Ми-8,PROJECT_SCENARIO_HOURLY_RATE_BREAKEVEN,Безубыточная ставка часа по сценарию,222976.06045880014,222976.06045880014,руб./л.ч.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Сценарии!D5,,нет,да,сценарий: 50 ч/мес; новая сделка Ми-8МТВ-1
RU8604005359_PROJECT_SCENARIO_REVENUE_2026_monthly_hours_600,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-12-31,год,monthly_hours_600,Сценарии новой сделки Ми-8,PROJECT_SCENARIO_REVENUE,Выручка по сценарию,30000.0,30000,тыс. руб.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Сценарии!D6,,нет,да,сценарий: 50 ч/мес; новая сделка Ми-8МТВ-1
RU8604005359_PROJECT_SCENARIO_EBITDA_2026_monthly_hours_600,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-12-31,год,monthly_hours_600,Сценарии новой сделки Ми-8,PROJECT_SCENARIO_EBITDA,EBITDA по сценарию,-211729.8362752801,-211729.8362752801,тыс. руб.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Сценарии!D7,,нет,да,сценарий: 50 ч/мес; новая сделка Ми-8МТВ-1
RU8604005359_PROJECT_SCENARIO_EBITDA_MARGIN_2026_monthly_hours_600,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-12-31,год,monthly_hours_600,Сценарии новой сделки Ми-8,PROJECT_SCENARIO_EBITDA_MARGIN,Маржа EBITDA по сценарию,-7.057661209176003,-7.057661209176003,%,,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Сценарии!D8,,нет,да,сценарий: 50 ч/мес; новая сделка Ми-8МТВ-1
RU8604005359_PROJECT_SCENARIO_LEASE_PAYMENT_2026_monthly_hours_600,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-12-31,год,monthly_hours_600,Сценарии новой сделки Ми-8,PROJECT_SCENARIO_LEASE_PAYMENT,Лизинговый платеж по сценарию,91783.05808958119,91783.05808958119,тыс. руб.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Сценарии!D9,,нет,да,сценарий: 50 ч/мес; новая сделка Ми-8МТВ-1
RU8604005359_PROJECT_SCENARIO_DSCR_2026_monthly_hours_600,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-12-31,год,monthly_hours_600,Сценарии новой сделки Ми-8,PROJECT_SCENARIO_DSCR,DSCR по сценарию,-2.306850966641683,-2.306850966641683,x,,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Сценарии!D12,,нет,да,сценарий: 50 ч/мес; новая сделка Ми-8МТВ-1
RU8604005359_PROJECT_SCENARIO_FLIGHT_HOURS_2026_monthly_hours_692.571,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-12-31,год,monthly_hours_692.571,Сценарии новой сделки Ми-8,PROJECT_SCENARIO_FLIGHT_HOURS,Налет по сценарию,692.5714284,692.5714284,л.ч. в год,,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Сценарии!E4,,нет,да,"сценарий: 57,7 факт; новая сделка Ми-8МТВ-1"
RU8604005359_PROJECT_SCENARIO_HOURLY_RATE_BREAKEVEN_2026_monthly_hours_692.571,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-12-31,год,monthly_hours_692.571,Сценарии новой сделки Ми-8,PROJECT_SCENARIO_HOURLY_RATE_BREAKEVEN,Безубыточная ставка часа по сценарию,217948.85784473515,217948.85784473515,руб./л.ч.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Сценарии!E5,,нет,да,"сценарий: 57,7 факт; новая сделка Ми-8МТВ-1"
RU8604005359_PROJECT_SCENARIO_REVENUE_2026_monthly_hours_692.571,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-12-31,год,monthly_hours_692.571,Сценарии новой сделки Ми-8,PROJECT_SCENARIO_REVENUE,Выручка по сценарию,30000.0,30000,тыс. руб.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Сценарии!E6,,нет,да,"сценарий: 57,7 факт; новая сделка Ми-8МТВ-1"
RU8604005359_PROJECT_SCENARIO_EBITDA_2026_monthly_hours_692.571,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-12-31,год,monthly_hours_692.571,Сценарии новой сделки Ми-8,PROJECT_SCENARIO_EBITDA,EBITDA по сценарию,-245543.59976483556,-245543.59976483556,тыс. руб.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Сценарии!E7,,нет,да,"сценарий: 57,7 факт; новая сделка Ми-8МТВ-1"
RU8604005359_PROJECT_SCENARIO_EBITDA_MARGIN_2026_monthly_hours_692.571,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-12-31,год,monthly_hours_692.571,Сценарии новой сделки Ми-8,PROJECT_SCENARIO_EBITDA_MARGIN,Маржа EBITDA по сценарию,-8.184786658827852,-8.184786658827852,%,,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Сценарии!E8,,нет,да,"сценарий: 57,7 факт; новая сделка Ми-8МТВ-1"
RU8604005359_PROJECT_SCENARIO_LEASE_PAYMENT_2026_monthly_hours_692.571,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-12-31,год,monthly_hours_692.571,Сценарии новой сделки Ми-8,PROJECT_SCENARIO_LEASE_PAYMENT,Лизинговый платеж по сценарию,91783.05808958119,91783.05808958119,тыс. руб.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Сценарии!E9,,нет,да,"сценарий: 57,7 факт; новая сделка Ми-8МТВ-1"
RU8604005359_PROJECT_SCENARIO_DSCR_2026_monthly_hours_692.571,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-12-31,год,monthly_hours_692.571,Сценарии новой сделки Ми-8,PROJECT_SCENARIO_DSCR,DSCR по сценарию,-2.6752606077385495,-2.6752606077385495,x,,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Сценарии!E12,,нет,да,"сценарий: 57,7 факт; новая сделка Ми-8МТВ-1"
RU8604005359_PROJECT_SCENARIO_FLIGHT_HOURS_2026_monthly_hours_720,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-12-31,год,monthly_hours_720,Сценарии новой сделки Ми-8,PROJECT_SCENARIO_FLIGHT_HOURS,Налет по сценарию,720.0,720,л.ч. в год,,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Сценарии!F4,,нет,да,сценарий: 60 ч/мес; новая сделка Ми-8МТВ-1
RU8604005359_PROJECT_SCENARIO_HOURLY_RATE_BREAKEVEN_2026_monthly_hours_720,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-12-31,год,monthly_hours_720,Сценарии новой сделки Ми-8,PROJECT_SCENARIO_HOURLY_RATE_BREAKEVEN,Безубыточная ставка часа по сценарию,216723.1203446743,216723.1203446743,руб./л.ч.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Сценарии!F5,,нет,да,сценарий: 60 ч/мес; новая сделка Ми-8МТВ-1
RU8604005359_PROJECT_SCENARIO_REVENUE_2026_monthly_hours_720,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-12-31,год,monthly_hours_720,Сценарии новой сделки Ми-8,PROJECT_SCENARIO_REVENUE,Выручка по сценарию,30000.0,30000,тыс. руб.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Сценарии!F6,,нет,да,сценарий: 60 ч/мес; новая сделка Ми-8МТВ-1
RU8604005359_PROJECT_SCENARIO_EBITDA_2026_monthly_hours_720,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-12-31,год,monthly_hours_720,Сценарии новой сделки Ми-8,PROJECT_SCENARIO_EBITDA,EBITDA по сценарию,-255573.68664816552,-255573.68664816552,тыс. руб.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Сценарии!F7,,нет,да,сценарий: 60 ч/мес; новая сделка Ми-8МТВ-1
RU8604005359_PROJECT_SCENARIO_EBITDA_MARGIN_2026_monthly_hours_720,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-12-31,год,monthly_hours_720,Сценарии новой сделки Ми-8,PROJECT_SCENARIO_EBITDA_MARGIN,Маржа EBITDA по сценарию,-8.519122888272184,-8.519122888272184,%,,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Сценарии!F8,,нет,да,сценарий: 60 ч/мес; новая сделка Ми-8МТВ-1
