record_id,company_id,company_name,period_end,period_type,scenario,metric_group,metric_code,metric_name,value_numeric,value_display,unit,currency,status,source_file_or_url,source_reference,source_url,is_actual,is_proxy,notes
RU8604005359_ENFORCEMENT_OPEN_2026_NA,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-09-12,срез,actual,Идентификация и риски,ENFORCEMENT_OPEN_2026,"Открытые исполнительные производства, 2026",0,"0,00",дел,RUB,подтверждено,ютейр риски 2.pdf; Ютейр риски 1.pdf; Ютейр риски.pdf; Ютейр счета.pdf,страница/график из приложенного PDF,https://fd.1cont.ru/contragent/1028601257783/main/scoring,да,нет,
RU8604005359_ENFORCEMENT_EXECUTED_2026_NA,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-09-12,срез,actual,Идентификация и риски,ENFORCEMENT_EXECUTED_2026,"Исполненные исполнительные производства, 2026",1,"1,00",дел,RUB,подтверждено,ютейр риски 2.pdf; Ютейр риски 1.pdf; Ютейр риски.pdf; Ютейр счета.pdf,страница/график из приложенного PDF,https://fd.1cont.ru/contragent/1028601257783/main/scoring,да,нет,
RU8604005359_LEASE_CONTRACTS_COUNT_DOCX_NA,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-09-12,срез,actual,Лизинг и флот,LEASE_CONTRACTS_COUNT_DOCX,Зарегистрированные договоры лизинга по приложенному документу,25,25,договоров,RUB,подтверждено,Взяли имущество в лизинг Ютнйр.docx,перечень имущества в лизинге,,да,нет,
RU8604005359_LEASE_MI8_ASSET_COUNT_DOCX_NA,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-09-12,срез,actual,Лизинг и флот,LEASE_MI8_ASSET_COUNT_DOCX,Воздушные суда Ми-8 в перечне имущества в лизинге,25,25,ед.,RUB,подтверждено,Взяли имущество в лизинг Ютнйр.docx,перечень имущества в лизинге,,да,нет,
RU8604005359_LEASE_TERM_END_LATEST_DOCX_NA,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-09-12,срез,actual,Лизинг и флот,LEASE_TERM_END_LATEST_DOCX,Максимальный срок лизинга по перечню,,20.12.2039,дата,RUB,подтверждено,Взяли имущество в лизинг Ютнйр.docx,перечень имущества в лизинге,,да,нет,"числовое значение отсутствует, причина указана в статусе"
RU8604005359_LEASE_ASSET_REG_NUMBERS_DOCX_NA,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-09-12,срез,actual,Лизинг и флот,LEASE_ASSET_REG_NUMBERS_DOCX,Регистрационные номера ВС в перечне,,"RA-22614, RA-22620, RA-22581, RA-22599, RA-22610, RA-22571, RA-22570, RA-22591, RA-22572, RA-22597, RA-22172, RA-22655, RA-22658, RA-22269, RA-22268, RA-22171, RA-22221, RA-22254, RA-22252, RA-22179, RA-22245, RA-22250, RA-22249, RA-22251, RA-22242",текст,RUB,подтверждено,Взяли имущество в лизинг Ютнйр.docx,перечень имущества в лизинге,,да,нет,"числовое значение отсутствует, причина указана в статусе"
RU8604005359_FLEET_DATABASE_TOTAL_2026,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-12-31,срез/модель,actual,Флот и ЦСРТ,FLEET_DATABASE_TOTAL,Полный парк ВС в базе ЦСРТ по оператору,243,243,ед.,RUB,подтверждено,Приложение 1. База данных вертолетов эксплуатантов РФ июнь 2026 - 1323 единицы в16 24 06 2026 .xlsx,"лист 1323 (2), строки оператора ЮТэйр-Вертолетные услуги",,да,нет,
RU8604005359_FLEET_DATABASE_MI8_2026,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-12-31,срез/модель,actual,Флот и ЦСРТ,FLEET_DATABASE_MI8,Парк Ми-8 в полной базе ЦСРТ по оператору,199,199,ед.,RUB,расчет по базе,Приложение 1. База данных вертолетов эксплуатантов РФ июнь 2026 - 1323 единицы в16 24 06 2026 .xlsx,"лист 1323 (2), строки оператора ЮТэйр-Вертолетные услуги",,да,да,
RU8604005359_FLEET_DATABASE_ACTIVE_2026,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-12-31,срез/модель,actual,Флот и ЦСРТ,FLEET_DATABASE_ACTIVE,Активные ВС в полной базе ЦСРТ по оператору,189,189,ед.,RUB,расчет по базе,Приложение 1. База данных вертолетов эксплуатантов РФ июнь 2026 - 1323 единицы в16 24 06 2026 .xlsx,"лист 1323 (2), строки оператора ЮТэйр-Вертолетные услуги",,да,да,
RU8604005359_FLEET_DATABASE_AVG_AGE_2026,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-12-31,срез/модель,actual,Флот и ЦСРТ,FLEET_DATABASE_AVG_AGE,Средний возраст ВС по полной базе ЦСРТ,31.93415637860082,32,лет,RUB,расчет по базе,Приложение 1. База данных вертолетов эксплуатантов РФ июнь 2026 - 1323 единицы в16 24 06 2026 .xlsx,"лист 1323 (2), строки оператора ЮТэйр-Вертолетные услуги",,да,да,
RU8604005359_FLEET_DATABASE_AVG_FORECAST_HOURS_2026,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-12-31,срез/модель,actual,Флот и ЦСРТ,FLEET_DATABASE_AVG_FORECAST_HOURS,Средний прогнозный налет по полной базе ЦСРТ,501.1842797591648,501,л.ч. в год,RUB,расчет по базе,Приложение 1. База данных вертолетов эксплуатантов РФ июнь 2026 - 1323 единицы в16 24 06 2026 .xlsx,"лист 1323 (2), строки оператора ЮТэйр-Вертолетные услуги",,да,да,
RU8604005359_FLEET_DATABASE_STATUS_TEXT_2026,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-12-31,срез/модель,actual,Флот и ЦСРТ,FLEET_DATABASE_STATUS_TEXT,Статусы ВС в полной базе ЦСРТ,,Активен: 189; хранение: 22; активен/требуется продление СЛГ: 20; прочие статусы: 12,текст,RUB,расчет по базе,Приложение 1. База данных вертолетов эксплуатантов РФ июнь 2026 - 1323 единицы в16 24 06 2026 .xlsx,"лист 1323 (2), строки оператора ЮТэйр-Вертолетные услуги",,да,да,"числовое значение отсутствует, причина указана в статусе"
RU8604005359_FLEET_MI8_FIN_ANALYSIS_2026,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-12-31,срез/модель,actual,Флот и ЦСРТ,FLEET_MI8_FIN_ANALYSIS,Парк Ми-8 в приложении финансового анализа,193,193,ед.,RUB,подтверждено,Приложения 2 и 3. Результаты финансового анализа эксплуатантов вертолетов.xlsx,"Прил.2, строка Ютэйр-Вертолетные Услуги",,да,нет,
RU8604005359_FLEET_MI8_AVG_AGE_FIN_ANALYSIS_2026,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-12-31,срез/модель,actual,Флот и ЦСРТ,FLEET_MI8_AVG_AGE_FIN_ANALYSIS,Средний возраст парка в приложении финансового анализа,33.5,34,лет,RUB,подтверждено,Приложения 2 и 3. Результаты финансового анализа эксплуатантов вертолетов.xlsx,"Прил.2, строка Ютэйр-Вертолетные Услуги",,да,нет,
RU8604005359_FEM_MI8_CONTRACT_VALUE_2026,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-12-31,срез/модель,actual,ФЭМ Ми-8,FEM_MI8_CONTRACT_VALUE,Сумма договора лизинга 1 Ми-8 в ФЭМ,870745.4367825332,870 745,тыс. руб.,RUB,модельный расчет,Приложение 4. ФЭМ Ми-8 в10 итог 23 06 2026.xlsx,листы Допущения и Расчет DSCR,,нет,да,
RU8604005359_FEM_MI8_TERM_MONTHS_2026,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-12-31,срез/модель,actual,ФЭМ Ми-8,FEM_MI8_TERM_MONTHS,Срок лизинга 1 Ми-8 в ФЭМ,120,120,мес.,RUB,модельный расчет,Приложение 4. ФЭМ Ми-8 в10 итог 23 06 2026.xlsx,листы Допущения и Расчет DSCR,,нет,да,
RU8604005359_FEM_MI8_LEASE_PAYMENT_MONTHLY_2026,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-12-31,срез/модель,actual,ФЭМ Ми-8,FEM_MI8_LEASE_PAYMENT_MONTHLY,Лизинговый платеж 1 Ми-8 в ФЭМ,2835.818122608444,2 836,тыс. руб. в месяц,RUB,модельный расчет,Приложение 4. ФЭМ Ми-8 в10 итог 23 06 2026.xlsx,листы Допущения и Расчет DSCR,,нет,да,
RU8604005359_FEM_MI8_LEASE_PAYMENT_ANNUAL_2026,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-12-31,срез/модель,actual,ФЭМ Ми-8,FEM_MI8_LEASE_PAYMENT_ANNUAL,Годовой лизинговый платеж 1 Ми-8 в ФЭМ,34029.81747130133,34 030,тыс. руб. в год,RUB,модельный расчет,Приложение 4. ФЭМ Ми-8 в10 итог 23 06 2026.xlsx,листы Допущения и Расчет DSCR,,нет,да,
RU8604005359_FEM_MI8_LEASE_PAYMENT_UNSUBSIDIZED_2026,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-12-31,срез/модель,actual,ФЭМ Ми-8,FEM_MI8_LEASE_PAYMENT_UNSUBSIDIZED,Лизинговый платеж без субсидии 1 Ми-8 в ФЭМ,85074.5436782533,85 075,тыс. руб. в год,RUB,модельный расчет,Приложение 4. ФЭМ Ми-8 в10 итог 23 06 2026.xlsx,листы Допущения и Расчет DSCR,,нет,да,
RU8604005359_FEM_MI8_SUBSIDY_RATE_2026,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-12-31,срез/модель,actual,ФЭМ Ми-8,FEM_MI8_SUBSIDY_RATE,Субсидия лизинговой ставки в ФЭМ,0.6,"0,60",доля,RUB,допущение ФЭМ,Приложение 4. ФЭМ Ми-8 в10 итог 23 06 2026.xlsx,листы Допущения и Расчет DSCR,,нет,да,
RU8604005359_FEM_MI8_BUYOUT_PAYMENT_2026,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-12-31,срез/модель,actual,ФЭМ Ми-8,FEM_MI8_BUYOUT_PAYMENT,Выкупной платеж 1 Ми-8 в ФЭМ,20000,20 000,тыс. руб.,RUB,модельный расчет,Приложение 4. ФЭМ Ми-8 в10 итог 23 06 2026.xlsx,листы Допущения и Расчет DSCR,,нет,да,
RU8604005359_FEM_MI8_FLIGHT_HOURS_2026,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-12-31,срез/модель,actual,ФЭМ Ми-8,FEM_MI8_FLIGHT_HOURS,Налет 1 Ми-8 в год в ФЭМ,350,350,л.ч. в год,RUB,допущение ФЭМ,Приложение 4. ФЭМ Ми-8 в10 итог 23 06 2026.xlsx,листы Допущения и Расчет DSCR,,нет,да,
RU8604005359_FEM_MI8_HOUR_RATE_SCENARIO_1_2026,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-12-31,срез/модель,actual,ФЭМ Ми-8,FEM_MI8_HOUR_RATE_SCENARIO_1,"Стоимость летного часа в ФЭМ, сценарий 1",450,450,тыс. руб. / л.ч.,RUB,допущение ФЭМ,Приложение 4. ФЭМ Ми-8 в10 итог 23 06 2026.xlsx,листы Допущения и Расчет DSCR,,нет,да,
RU8604005359_FEM_MI8_HOUR_RATE_SCENARIO_2_2026,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-12-31,срез/модель,actual,ФЭМ Ми-8,FEM_MI8_HOUR_RATE_SCENARIO_2,"Стоимость летного часа в ФЭМ, сценарий 2",552,552,тыс. руб. / л.ч.,RUB,допущение ФЭМ,Приложение 4. ФЭМ Ми-8 в10 итог 23 06 2026.xlsx,листы Допущения и Расчет DSCR,,нет,да,
RU8604005359_FEM_MI8_CFADS_2026_2026,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-12-31,срез/модель,actual,ФЭМ Ми-8,FEM_MI8_CFADS_2026,"CFADS 1 Ми-8 в ФЭМ, 2026",-3367.9344063331373,-3 368,тыс. руб.,RUB,модельный расчет,Приложение 4. ФЭМ Ми-8 в10 итог 23 06 2026.xlsx,листы Допущения и Расчет DSCR,,нет,да,
RU8604005359_FEM_MI8_DSCR_EBITDA_2026_2026,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-12-31,срез/модель,actual,ФЭМ Ми-8,FEM_MI8_DSCR_EBITDA_2026,"DSCR 1 Ми-8 в ФЭМ, метод EBITDA, 2026",-0.09897009906601607,"-0,10",x,RUB,модельный расчет,Приложение 4. ФЭМ Ми-8 в10 итог 23 06 2026.xlsx,листы Допущения и Расчет DSCR,,нет,да,
RU8604005359_FEM_MI8_DSCR_CF_2026_2026,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-12-31,срез/модель,actual,ФЭМ Ми-8,FEM_MI8_DSCR_CF_2026,"DSCR 1 Ми-8 в ФЭМ, метод CF, 2026",0.8228914194424544,"0,82",x,RUB,модельный расчет,Приложение 4. ФЭМ Ми-8 в10 итог 23 06 2026.xlsx,листы Допущения и Расчет DSCR,,нет,да,
RU8604005359_FEM_MI8_DSCR_2028_2026,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-12-31,срез/модель,actual,ФЭМ Ми-8,FEM_MI8_DSCR_2028,"DSCR 1 Ми-8 в ФЭМ, метод EBITDA, 2028",0.0021142607111930794,"0,00",x,RUB,модельный расчет,Приложение 4. ФЭМ Ми-8 в10 итог 23 06 2026.xlsx,листы Допущения и Расчет DSCR,,нет,да,
RU8604005359_FEM_MI8_DSCR_CF_2028_2026,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-12-31,срез/модель,actual,ФЭМ Ми-8,FEM_MI8_DSCR_CF_2028,"DSCR 1 Ми-8 в ФЭМ, метод CF, 2028",1.0055315269003127,"1,01",x,RUB,модельный расчет,Приложение 4. ФЭМ Ми-8 в10 итог 23 06 2026.xlsx,листы Допущения и Расчет DSCR,,нет,да,
RU8604005359_CSRT_MI8_AVG_HOURS_2015_2025_2026,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-12-31,срез/модель,actual,Флот и ЦСРТ,CSRT_MI8_AVG_HOURS_2015_2025,Средний годовой налет парка Ми-8/17 по ЦСРТ за 2015-2025 годы,334.5,335,л.ч. на ВС в год,RUB,подтверждено по отчету ЦСРТ,Отчет ЦСРТ - вертолеты - комплексное исследование в50 (свод 3.1. и 3.2. и 3.3.) итог 24 06 2026.pdf,"раздел 3.1.5 отчета ЦСРТ, анализ 2015-2025 гг.",,да,нет,
RU8604005359_CSRT_MI8_HOURS_CHANGE_2024_2026,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-12-31,срез/модель,actual,Флот и ЦСРТ,CSRT_MI8_HOURS_CHANGE_2024,Снижение налета парка Ми-8/17 в 2024 году по ЦСРТ,-0.065,"-0,07",доля,RUB,подтверждено по отчету ЦСРТ,Отчет ЦСРТ - вертолеты - комплексное исследование в50 (свод 3.1. и 3.2. и 3.3.) итог 24 06 2026.pdf,"раздел 3.1.5 отчета ЦСРТ, анализ 2015-2025 гг.",,да,нет,
RU8604005359_CSRT_MI8_HOURS_CHANGE_2025_2026,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-12-31,срез/модель,actual,Флот и ЦСРТ,CSRT_MI8_HOURS_CHANGE_2025,Снижение налета на 1 среднесписочный ВС в 2025 году по ЦСРТ,-0.021,"-0,02",доля,RUB,подтверждено по отчету ЦСРТ,Отчет ЦСРТ - вертолеты - комплексное исследование в50 (свод 3.1. и 3.2. и 3.3.) итог 24 06 2026.pdf,"раздел 3.1.5 отчета ЦСРТ, анализ 2015-2025 гг.",,да,нет,
RU8604005359_CSRT_PASSENGER_CARGO_SHARE_2024_2026,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-12-31,срез/модель,actual,Флот и ЦСРТ,CSRT_PASSENGER_CARGO_SHARE_2024,Доля пассажирских и грузовых перевозок в налете в 2024 году по ЦСРТ,0.31,"0,31",доля,RUB,подтверждено по отчету ЦСРТ,Отчет ЦСРТ - вертолеты - комплексное исследование в50 (свод 3.1. и 3.2. и 3.3.) итог 24 06 2026.pdf,"раздел 3.1.5 отчета ЦСРТ, анализ 2015-2025 гг.",,да,нет,
RU8604005359_CSRT_AIRWORK_SHARE_2024_2026,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-12-31,срез/модель,actual,Флот и ЦСРТ,CSRT_AIRWORK_SHARE_2024,Доля авиаработ в налете в 2024 году по ЦСРТ,0.69,"0,69",доля,RUB,подтверждено по отчету ЦСРТ,Отчет ЦСРТ - вертолеты - комплексное исследование в50 (свод 3.1. и 3.2. и 3.3.) итог 24 06 2026.pdf,"раздел 3.1.5 отчета ЦСРТ, анализ 2015-2025 гг.",,да,нет,
RU8604005359_CSRT_MI8_RESOURCE_HOURS_2026,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-12-31,срез/модель,actual,Флот и ЦСРТ,CSRT_MI8_RESOURCE_HOURS,Назначенный ресурс отдельных модификаций Ми-8/17 по отчету ЦСРТ,30000,30 000,л.ч.,RUB,подтверждено по отчету ЦСРТ,Отчет ЦСРТ - вертолеты - комплексное исследование в50 (свод 3.1. и 3.2. и 3.3.) итог 24 06 2026.pdf,"раздел 3.1.5 отчета ЦСРТ, анализ 2015-2025 гг.",,да,нет,
RU8604005359_CSRT_MI8_SERVICE_LIFE_YEARS_2026,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-12-31,срез/модель,actual,Флот и ЦСРТ,CSRT_MI8_SERVICE_LIFE_YEARS,Назначенный срок службы отдельных модификаций Ми-8/17 по отчету ЦСРТ,37,37,лет,RUB,подтверждено по отчету ЦСРТ,Отчет ЦСРТ - вертолеты - комплексное исследование в50 (свод 3.1. и 3.2. и 3.3.) итог 24 06 2026.pdf,"раздел 3.1.5 отчета ЦСРТ, анализ 2015-2025 гг.",,да,нет,
RU8604005359_CSRT_MI8_THEORETICAL_ANNUAL_HOURS_2026,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-12-31,срез/модель,actual,Флот и ЦСРТ,CSRT_MI8_THEORETICAL_ANNUAL_HOURS,Теоретический средний годовой налет при ресурсе и сроке службы,810,810,л.ч. на ВС в год,RUB,расчет по отчету ЦСРТ,Отчет ЦСРТ - вертолеты - комплексное исследование в50 (свод 3.1. и 3.2. и 3.3.) итог 24 06 2026.pdf,"раздел 3.1.5 отчета ЦСРТ, анализ 2015-2025 гг.",,да,да,
RU8604005359_CSRT_INDUSTRY_DEMAND_TEXT_2026,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-12-31,срез/модель,actual,Флот и ЦСРТ,CSRT_INDUSTRY_DEMAND_TEXT,Отраслевой фактор риска,,ЦСРТ указывает на снижение налета и недостаток экономически устойчивых заказов; спрос частично поддерживается субсидированием и смещается в пассажирские и грузовые перевозки,текст,RUB,подтверждено по отчету ЦСРТ,Отчет ЦСРТ - вертолеты - комплексное исследование в50 (свод 3.1. и 3.2. и 3.3.) итог 24 06 2026.pdf,"раздел 3.1.5 отчета ЦСРТ, анализ 2015-2025 гг.",,да,нет,"числовое значение отсутствует, причина указана в статусе"
UTAIR_POLICY_DEBT_2024,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2024-12-31,год,base,Политика риска,POLICY_MAX_DEBT_EBITDA,Допустимый кредитный долг / EBITDA,3,3.00,x,,"допущение, редактируется",Методика_оценки_авиакомпании_и_кредитной_нагрузки.docx,Пункт 7 Лимит новой кредитной нагрузки,,false,true,Рабочий порог для предварительной оценки. Измените после утверждения кредитной политики.
UTAIR_POLICY_BUFFER_2024,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2024-12-31,год,base,Политика риска,POLICY_LIQUIDITY_BUFFER_MONTHS,Постоянный буфер ликвидности,3,3,месяцев,,"допущение, редактируется",Методика_оценки_авиакомпании_и_кредитной_нагрузки.docx,Пункт 6 Денежное покрытие,,false,true,Управленческий ориентир. Буфер = средний обязательный платёж в месяц × число месяцев.
UTAIR_LEASE_DEBT_2024,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2024-12-31,год,base,Долговая нагрузка,LEASE_DEBT_OUTSTANDING,Остаток лизингового долга,,,тыс. руб.,RUB,не загружено,,,,false,false,Введите остаток по всем договорам финансовой аренды на отчётную дату. Пустая ячейка не равна нулю.
UTAIR_SITE_RISK_2024,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2024-12-31,год,base,Внешние риски,SITE_RISK_PERCENT,Риск 1cont,50,50,%,,требует сверки,Авиакомпании данные для кредитного дашборда1_исправленный - Dashboard.csv,Сводный дашборд 2024,,false,false,"В исходном CSV указан риск 1cont 50 процентов. Первичный источник и дата выгрузки не приведены, поэтому показатель требует сверки."
UTAIR_FLIGHT_MARGIN_2024,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2024-12-31,год,base,Операционные показатели,FLIGHT_MARGIN_CONTRIBUTION,Вклад налета,10055300,10 055 300,тыс. руб.,RUB,расчет,Авиакомпании данные для кредитного дашборда1_исправленный - Dashboard.csv,Таблица обязательных платежей,,false,true,Смысл показателя не раскрыт в исходном CSV. Используйте в дашборде только с подписью Вклад налета.
RU8604005359_PROJECT_HELICOPTER_COST_2026,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-12-31,год,base,Финмодель новой сделки Ми-8,PROJECT_HELICOPTER_COST,Стоимость вертолета,660000.0,660000,тыс. руб.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Допущения!B4,,нет,да,"660 млн руб., новая сделка"
RU8604005359_PROJECT_ADVANCE_PERCENT_2026,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-12-31,год,base,Финмодель новой сделки Ми-8,PROJECT_ADVANCE_PERCENT,Аванс,0.0,0,%,,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Допущения!B5,,нет,да,
RU8604005359_PROJECT_LEASE_RATE_2026,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-12-31,год,base,Финмодель новой сделки Ми-8,PROJECT_LEASE_RATE,Ставка лизинга,0.11,0.11,%,,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Допущения!B6,,нет,да,
RU8604005359_PROJECT_LEASE_TERM_YEARS_2026,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-12-31,год,base,Финмодель новой сделки Ми-8,PROJECT_LEASE_TERM_YEARS,Срок лизинга,15.0,15,лет,,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Допущения!B7,,нет,да,
RU8604005359_PROJECT_HOURLY_RATE_BASE_2026,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-12-31,год,base,Финмодель новой сделки Ми-8,PROJECT_HOURLY_RATE_BASE,Ставка летного часа - базовый сценарий,600000.0,600000,руб./л.ч.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Допущения!B9,,нет,да,
RU8604005359_PROJECT_FLIGHT_HOURS_MONTHLY_BASE_2026,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-12-31,год,base,Финмодель новой сделки Ми-8,PROJECT_FLIGHT_HOURS_MONTHLY_BASE,Налет - базовый сценарий,50.0,50,л.ч. в месяц,,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Допущения!B10,,нет,да,
RU8604005359_PROJECT_REVENUE_INDEXATION_2026,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-12-31,год,base,Финмодель новой сделки Ми-8,PROJECT_REVENUE_INDEXATION,Индексация выручки,0.05,0.05,%,,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Допущения!B11,,нет,да,
RU8604005359_PROJECT_OPEX_HOURLY_BASE_2026,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-12-31,год,base,Финмодель новой сделки Ми-8,PROJECT_OPEX_HOURLY_BASE,OPEX без ТОиР,179907.0,179907,руб./л.ч.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Допущения!B12,,нет,да,
RU8604005359_PROJECT_OPEX_INDEXATION_2026,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-12-31,год,base,Финмодель новой сделки Ми-8,PROJECT_OPEX_INDEXATION,Индексация OPEX,0.05,0.05,%,,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Допущения!B13,,нет,да,
RU8604005359_PROJECT_MRO_INDEXATION_2026,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-12-31,год,base,Финмодель новой сделки Ми-8,PROJECT_MRO_INDEXATION,Индексация ТОиР,0.12,0.12,%,,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Допущения!B14,,нет,да,
RU8604005359_PROJECT_TAX_RATE_2026,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-12-31,год,base,Финмодель новой сделки Ми-8,PROJECT_TAX_RATE,Ставка налога на прибыль,0.2,0.2,%,,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Допущения!B15,,нет,да,
RU8604005359_PROJECT_WACC_2026,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-12-31,год,base,Финмодель новой сделки Ми-8,PROJECT_WACC,WACC для оценки NPV,0.15,0.15,%,,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Допущения!B20,,нет,да,
RU8604005359_PROJECT_DSCR_COVENANT_2026,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-12-31,год,base,Финмодель новой сделки Ми-8,PROJECT_DSCR_COVENANT,Ориентир DSCR,1.2,1.2,x,,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,HTML-модель: график DSCR,,нет,да,управленческий ориентир модели
RU8604005359_PROJECT_NPV_2026,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-12-31,год,base,Финмодель новой сделки Ми-8,PROJECT_NPV,NPV проекта,-132114.0063077648,-132114.0063077648,тыс. руб.,RUB,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Dashboard!G6,,нет,да,модельный NPV при WACC 15%
RU8604005359_PROJECT_MIN_DSCR_2026,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-12-31,год,base,Финмодель новой сделки Ми-8,PROJECT_MIN_DSCR,Минимальный DSCR за горизонт модели,-1.6862827038432366,-1.6862827038432366,x,,модельный расчет,АК_Ютэйр_финансовая_модель.xlsx,Dashboard!C9,,нет,да,модельный расчет 2026-2040
RU8604005359_FNB_AVG_FLIGHT_HOURS_MONTHLY_2025,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2025-12-31,год,actual,Фактическая эксплуатация ФНБ,FNB_AVG_FLIGHT_HOURS_MONTHLY,Средний налет по ФНБ,57.7142857,57.7142857,л.ч. в месяц,,подтверждено источником,АК_Ютэйр_финансовая_модель.xlsx,Источники!C4,,да,нет,
RU8604005359_FNB_HOURLY_RATE_2025,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2025-12-31,год,actual,Фактическая эксплуатация ФНБ,FNB_HOURLY_RATE,Фактическая ставка летного часа по ФНБ,487459.7674,487459.7674,руб./л.ч.,RUB,подтверждено источником,АК_Ютэйр_финансовая_модель.xlsx,Источники!C5,,да,нет,
RU8604005359_FNB_HOURLY_COST_EX_LEASE_2025,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2025-12-31,год,actual,Фактическая эксплуатация ФНБ,FNB_HOURLY_COST_EX_LEASE,Себестоимость часа без лизинга по ФНБ,360407.0165,360407.0165,руб./л.ч.,RUB,подтверждено источником,АК_Ютэйр_финансовая_модель.xlsx,Источники!C6,,да,нет,
